source_id,ra,dec,parallax,pmra,pmdec,phot_g_mean_mag,distance
10000000000,266.4660434159509,-29.200683226658334,0.3200348377633551,4.84122796185647,0.12631415549195243,17.292651745149925,3124.6598245014648
10000000001,266.1971031787519,-29.033413826139807,0.6529888035408421,12.08902768058223,2.7133817328016443,16.930654149079253,1531.4198261554934
10000000002,266.5551902391613,-28.85212965810508,0.46037949105575865,-6.947616761090629,-0.0716700225595547,18.1232567138965,2172.1210858171903
10000000003,266.5932129432783,-28.956654341322217,0.2822197277086912,7.2908540373955475,4.8699816887974325,17.788753130635243,3543.3384055710153
10000000004,266.01489296226924,-29.066287724081118,0.25943199463344463,0.35067759183063696,-2.3096759463351497,13.118430705657099,3854.57468888105
10000000005,266.1446640986275,-29.0710174923449,0.1755135762711363,4.030501084000681,-6.641976027315549,17.708814865756995,5697.564947655008
10000000006,266.43066808063344,-29.07864241288254,0.46258537570766517,-8.238885705522355,9.8848768405659,15.695476767644692,2161.7631090697487
10000000007,266.3418514815313,-29.112076925731788,0.3350134812264259,7.340409113326486,-3.0231686827122317,15.151752636116692,2984.9545049326807
10000000008,266.40173976849917,-28.479848424544787,0.12216429059912709,3.932583756659152,-2.8422104185887367,16.754984566514366,8185.698088170664
10000000009,266.2344912144853,-28.87667278576289,0.3060067347580074,-0.19455017393108762,-0.32901660536092175,17.534262441739013,3267.9019329127123
10000000010,266.5809795949726,-28.758823189119052,0.25491942949845087,3.225563438305607,0.3359055482699059,14.867045006627128,3922.8080886870057
10000000011,266.56065838708577,-29.033990493623783,0.8794558317534032,-3.827476505211246,-1.9334182124414143,17.915949342174816,1137.0667677605406
10000000012,266.41830613951225,-28.97336633543721,0.17072861365723116,-2.897200427908497,-0.0871694847450452,17.99234050179108,5857.24899053935
10000000013,266.6305482413936,-29.07888579627407,0.19456944581827917,-2.317223068126981,-0.19881115714086978,17.061069055189346,5139.553108117314
10000000014,266.4986018684504,-29.46651666698384,0.696765818006223,-9.26363930845139,0.8740966351040348,15.872089280704836,1435.2024369701053
10000000015,266.2332415074234,-29.21177685536957,0.7882743000842634,4.308792471016836,-11.78743729493658,15.72680859455392,1268.593939816513
10000000016,266.4788501568165,-29.298298735996077,0.27560621170972066,5.957968070912831,9.404381535039247,18.333711771054297,3628.3652454583985
10000000017,266.21332347983423,-29.38613175559032,2.0450944230696613,-1.3683424834212397,8.102042343622378,18.087776830745458,488.9749777416206
10000000018,266.58079006026145,-29.175246794859618,0.5443444602095117,1.741015079724094,2.9031130972349266,18.38381159906493,1837.0720620819986
10000000019,266.3951148178028,-28.671183864123673,0.12495012386978936,-1.3277023731461814,-6.890506707670121,16.78524109313043,8003.193346507611
10000000020,266.36812752729094,-28.94506223354087,0.1577273177225507,1.6413698104051524,-2.355001306246251,16.875415150464285,6340.055828243045
10000000021,266.2689140911192,-28.678062247535763,0.34761579992316344,-3.1378862060551462,-3.361579331602073,14.779485982962678,2876.739205240495
10000000022,266.64960826773483,-28.853978484619823,0.8681893449133659,-4.417125780438179,7.3486188225427265,16.809268380832837,1151.8224749691983
10000000023,266.37419410358626,-28.779663234856965,0.3216935881903053,5.260374430118713,-2.929068034179414,17.797661170814788,3108.5481237768
10000000024,266.31943443556736,-29.116354399060913,0.4207054491011701,-0.319352925622463,3.7903999347004564,15.262666885792424,2376.959942250529
10000000025,266.33467328990236,-28.831384809161463,0.705113782488187,10.110544754267378,-3.252102263365976,17.6482266274274,1418.2108261608876
10000000026,266.51156183711066,-28.79043215318513,1.1470020607223352,0.23154982397069981,-2.2630946982697204,17.11571592978273,871.8380151559978
10000000027,266.4781888128728,-29.051504458446736,0.2997774333639894,-4.630390201752461,-1.2277508260034298,16.163117702018003,3335.80813198104
10000000028,266.4876465223192,-28.824266925876767,0.39664678932689484,6.134704382179694,6.4192256341465015,18.111075012438697,2521.1347397945383
10000000029,266.49126420060156,-28.822937448285032,0.994750704753135,3.154000820730099,-9.449263295150592,14.137066200327876,1005.2769957556027
10000000030,266.8334295201741,-29.046085524226015,0.18686097842907562,3.6343643184821177,-6.578317776372163,17.450684973366823,5351.5721067443565
10000000031,266.32381699672305,-29.1607286864542,0.6686462074721448,5.953003394339593,-9.736525828449084,19.10526570549528,1495.5592192477352
10000000032,266.3026514541857,-29.173000666379654,0.24040061981601765,-3.2639814692289724,-5.437510598807251,18.87192608083086,4159.723052150679
10000000033,266.2423454543504,-28.918873891615707,0.4210285855978192,-0.6362665449264377,-4.058000255960536,17.50674873670008,2375.135642108714
10000000034,266.5282958845151,-28.870773026242137,0.3543039014088334,-0.8572491574389661,-8.072406270451944,16.6078149910299,2822.435756489438
10000000035,266.63089445854416,-29.09468016609158,0.24775955678065442,-6.453732684578092,-3.6707387330733448,16.17345667648808,4036.1712500370522
10000000036,266.382310508469,-28.930857931734778,0.24467078770337586,-1.3179507507912174,-10.073572404667075,16.606196467922665,4087.1246191120285
10000000037,266.2370687046075,-28.822067592772303,0.4592853659720358,6.681897289384121,-5.089943618838406,17.706949422293278,2177.295585901351
10000000038,266.2402037568618,-28.812536857066938,0.6580192664325738,1.1866905189692352,6.0021019995510025,15.95058305290276,1519.7123412836552
10000000039,266.5352185575649,-28.6257989759755,0.37487642769337204,-6.730306639224938,2.0179403514055143,17.984650963465494,2667.5456927314303
10000000040,266.5537508342407,-28.68077883356039,0.4142713220657805,-7.779197058324675,0.9373383608626386,19.773108673404323,2413.8769611506295
10000000041,266.51373085366106,-29.13643328655131,3.375738359268449,-11.499413808584084,-65.77656599653227,21.20631779829144,296.2314888102609
10000000042,266.27199805854224,-28.599457758092395,0.246079624552148,-0.45159505127565,-7.680424795223621,15.252286755731703,4063.7253158198187
10000000043,266.4515322646134,-29.04237030091114,0.5790048194663565,-3.2370510285080867,-5.6957803776714035,15.251831829788664,1727.1013407481762
10000000044,266.4284371618281,-28.72720043750911,0.6025291799461006,-1.3699588244850156,-0.21604913448007493,18.00953521722505,1659.6706570949068
10000000045,266.4488377193458,-28.922577674789782,1.4703822742609896,-7.38653877158666,4.340883898633342,16.922329967351423,680.0952497217755
10000000046,266.57938575558967,-29.01860487569139,0.33142861657681805,7.115475747558099,4.511837085676602,18.13988016488327,3017.240968292252
10000000047,266.44981910975497,-29.297714371954985,0.3181184018279815,-1.965264687930148,3.1530618124166647,16.306275476092846,3143.483665999106
10000000048,266.5408827126144,-28.970487902043267,0.5875418531556941,6.83700763869211,-3.6877843203397207,18.079810611801783,1702.006409635311
10000000049,266.41861581389776,-29.24805164706112,0.6024572036550543,0.2582585722365758,0.12274916201994017,16.794211074515356,1659.8689399563802
